,pitch_number,pitcher_name,date,live,inning,pitch_location,batter_number,count,executed,hit_miss,pitch_type,notes,date_converted
20,21.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,26.0,,,,,0,,2020-01-09
21,22.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,34.0,,,,,2,,2020-01-09
22,23.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,8.0,,,,,1,,2020-01-09
23,24.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,38.0,,,,,1,,2020-01-09
24,25.0,Brendan Shamieh,Thu Jan 09 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,26.0,,,,,0,,2020-01-09
0,1.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,21.0,1.0,0b-0s,,,0,,2020-02-14
1,2.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,46.0,1.0,0b-1s,,,0,,2020-02-14
2,3.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,29.0,1.0,1b-1s,,,0,,2020-02-14
3,4.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,45.0,1.0,1b-2s,,,1,,2020-02-14
4,5.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,33.0,1.0,2b-2s,,,0,,2020-02-14
5,6.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,18.0,1.0,2b-2s,,,2,,2020-02-14
6,7.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,43.0,2.0,0b-0s,,,1,,2020-02-14
7,8.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,46.0,2.0,1b-0s,,,0,,2020-02-14
8,9.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,39.0,2.0,2b-0s,,,0,,2020-02-14
9,10.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,44.0,2.0,2b-1s,,,1,,2020-02-14
10,11.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,47.0,2.0,3b-1s,,,2,,2020-02-14
11,12.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,22.0,3.0,0b-0s,,,0,,2020-02-14
12,13.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,31.0,3.0,0b-1s,,,0,,2020-02-14
13,14.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,16.0,3.0,1b-1s,,,0,,2020-02-14
14,15.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,27.0,3.0,1b-2s,,,0,,2020-02-14
15,16.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,45.0,4.0,0b-0s,,,2,,2020-02-14
16,17.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,23.0,4.0,1b-0s,,,1,,2020-02-14
17,18.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,44.0,4.0,1b-1s,,,1,,2020-02-14
18,19.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,35.0,4.0,1b-2s,,,0,,2020-02-14
19,20.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,45.0,5.0,0b-0s,,,2,,2020-02-14
20,21.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,26.0,5.0,1b-0s,,,1,,2020-02-14
21,22.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,30.0,5.0,1b-1s,,,2,,2020-02-14
22,23.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,37.0,5.0,1b-2s,,,0,,2020-02-14
23,24.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,23.0,5.0,2b-2s,,,0,,2020-02-14
0,25.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,43.0,1.0,0b-0s,,,0,,2020-02-14
1,26.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,31.0,1.0,1b-0s,,,0,,2020-02-14
2,27.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,13.0,1.0,2b-0s,,,1,,2020-02-14
3,28.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,10.0,1.0,3b-0s,,,0,,2020-02-14
4,29.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,20.0,1.0,3b-1s,,,0,,2020-02-14
5,30.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,18.0,1.0,3b-2s,,,0,,2020-02-14
6,31.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,35.0,1.0,3b-2s,,,1,,2020-02-14
7,32.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,16.0,2.0,0b-0s,,,0,,2020-02-14
8,33.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,31.0,3.0,0b-0s,,,2,,2020-02-14
9,34.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,17.0,3.0,1b-0s,,,0,,2020-02-14
10,35.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,38.0,3.0,1b-1s,,,1,,2020-02-14
11,36.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,28.0,3.0,1b-2s,,,0,,2020-02-14
0,37.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,35.0,1.0,0b-0s,,,0,,2020-02-14
1,38.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,44.0,1.0,0b-1s,,,1,,2020-02-14
2,39.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,8.0,1.0,1b-1s,,,0,,2020-02-14
3,40.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,19.0,1.0,1b-2s,,,0,,2020-02-14
4,41.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,25.0,1.0,1b-2s,,,0,,2020-02-14
5,42.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,40.0,1.0,2b-2s,,,1,,2020-02-14
6,43.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,39.0,2.0,0b-0s,,,1,,2020-02-14
7,44.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,28.0,2.0,0b-1s,,,0,,2020-02-14
8,45.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,43.0,2.0,0b-2s,,,1,,2020-02-14
9,46.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,34.0,2.0,1b-2s,,,0,,2020-02-14
10,47.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,26.0,2.0,1b-2s,,,2,,2020-02-14
11,48.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,38.0,2.0,1b-2s,,,2,,2020-02-14
12,49.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,26.0,3.0,0b-0s,,,0,,2020-02-14
13,50.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,17.0,3.0,0b-1s,,,0,,2020-02-14
14,51.0,Brendan Shamieh,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,11.0,3.0,0b-2s,,,0,,2020-02-14
0,1.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,37.0,,,,Miss,0,,2020-02-18
1,2.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,43.0,,,,Miss,0,,2020-02-18
2,3.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,20.0,,,,Hit,0,,2020-02-18
3,4.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,23.0,,,,Hit,0,,2020-02-18
4,5.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,35.0,,,,Hit,2,,2020-02-18
5,6.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,31.0,,,,Miss,2,,2020-02-18
6,7.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,22.0,,,,Hit,1,,2020-02-18
7,8.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,44.0,,,,Hit,1,,2020-02-18
8,9.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,45.0,,,,Miss,2,,2020-02-18
9,10.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,38.0,,,,Hit,2,,2020-02-18
10,11.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,31.0,,,,Miss,0,,2020-02-18
11,12.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,28.0,,,,Hit,0,,2020-02-18
12,13.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,32.0,,,,Hit,2,,2020-02-18
13,14.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,46.0,,,,Miss,0,,2020-02-18
14,15.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,37.0,,,,Miss,2,,2020-02-18
15,16.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,44.0,,,,Miss,1,,2020-02-18
16,17.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,44.0,,,,Miss,0,,2020-02-18
17,18.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,43.0,,,,Miss,1,,2020-02-18
18,19.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,31.0,,,,Hit,1,,2020-02-18
19,20.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,46.0,,,,Miss,1,,2020-02-18
20,21.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,18.0,,,,Miss,0,,2020-02-18
21,22.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,24.0,,,,Miss,0,,2020-02-18
22,23.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,24.0,,,,Miss,0,,2020-02-18
23,24.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,28.0,,,,Hit,2,,2020-02-18
24,25.0,Brendan Shamieh,Tue Feb 18 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,22.0,,,,Hit,0,,2020-02-18
0,1.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,43.0,1.0,0b-0s,,,0,,2020-02-21
1,2.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,41.0,1.0,1b-0s,,,0,,2020-02-21
2,3.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,14.0,1.0,1b-1s,,,0,,2020-02-21
3,4.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,23.0,1.0,1b-2s,,,2,,2020-02-21
4,5.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,35.0,2.0,0b-0s,,,0,,2020-02-21
5,6.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,31.0,2.0,0b-1s,,,1,,2020-02-21
6,7.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,26.0,2.0,1b-1s,,,0,,2020-02-21
7,8.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,44.0,2.0,1b-2s,,,1,,2020-02-21
8,9.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,41.0,2.0,2b-2s,,,0,,2020-02-21
9,10.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,29.0,3.0,0b-0s,,,0,,2020-02-21
10,11.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,18.0,3.0,0b-1s,,,0,,2020-02-21
11,12.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,23.0,3.0,1b-1s,,,0,,2020-02-21
12,13.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,34.0,3.0,1b-2s,,,1,,2020-02-21
13,14.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,23.0,3.0,1b-2s,,,2,,2020-02-21
14,15.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,33.0,3.0,1b-2s,,,0,,2020-02-21
15,16.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,39.0,4.0,0b-0s,,,1,,2020-02-21
16,17.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,23.0,4.0,0b-1s,,,0,,2020-02-21
17,18.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,37.0,1.0,0b-0s,,,0,,2020-02-21
18,19.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,43.0,1.0,1b-0s,,,0,,2020-02-21
19,20.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,45.0,1.0,2b-0s,,,0,,2020-02-21
20,21.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,26.0,1.0,3b-0s,,,1,,2020-02-21
21,22.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,17.0,1.0,3b-1s,,,0,,2020-02-21
22,23.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,10.0,2.0,0b-0s,,,0,,2020-02-21
23,24.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,2.0,3.0,0b-0s,,,0,,2020-02-21
24,25.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,45.0,3.0,1b-0s,,,1,,2020-02-21
25,26.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,45.0,3.0,2b-0s,,,0,,2020-02-21
26,27.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,9.0,3.0,3b-0s,,,0,,2020-02-21
27,28.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,17.0,3.0,3b-1s,,,2,,2020-02-21
28,29.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,39.0,3.0,3b-2s,,,0,,2020-02-21
29,30.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,44.0,3.0,3b-2s,,,0,,2020-02-21
30,31.0,Brendan Shamieh,Fri Feb 21 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,15.0,4.0,0b-0s,,,0,,2020-02-21
0,1.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,44.0,1.0,0b-0s,,,0,,2020-02-22
1,2.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,29.0,1.0,1b-0s,,,0,,2020-02-22
2,3.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,28.0,1.0,1b-1s,,,1,,2020-02-22
3,4.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,24.0,1.0,1b-2s,,,1,,2020-02-22
4,5.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,28.0,2.0,0b-0s,,,1,,2020-02-22
5,6.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,23.0,2.0,1b-0s,,,0,,2020-02-22
6,7.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,2.0,2.0,0b-2s,,,2,,2020-02-22
7,8.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,44.0,2.0,1b-2s,,,1,,2020-02-22
8,9.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,10.0,2.0,2b-2s,,,0,,2020-02-22
9,10.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,30.0,3.0,0b-0s,,,1,,2020-02-22
10,11.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,40.0,3.0,1b-0s,,,0,,2020-02-22
11,12.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,40.0,3.0,1b-1s,,,2,,2020-02-22
12,13.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,47.0,3.0,1b-2s,,,1,,2020-02-22
13,14.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,35.0,3.0,1b-2s,,,0,,2020-02-22
14,15.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,46.0,4.0,0b-0s,,,1,,2020-02-22
15,16.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,21.0,4.0,1b-0s,,,0,,2020-02-22
16,17.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,16.0,1.0,0b-0s,,,0,,2020-02-22
17,18.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,46.0,1.0,0b-1s,,,2,,2020-02-22
18,19.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,47.0,1.0,1b-1s,,,0,,2020-02-22
19,20.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,23.0,1.0,2b-1s,,,0,,2020-02-22
20,21.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,18.0,2.0,0b-0s,,,0,,2020-02-22
21,22.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,25.0,2.0,1b-0s,,,1,,2020-02-22
22,23.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,16.0,2.0,2b-0s,,,0,,2020-02-22
23,24.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,28.0,2.0,2b-1s,,,0,,2020-02-22
24,25.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,27.0,3.0,0b-0s,,,1,,2020-02-22
25,26.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,27.0,3.0,0b-1s,,,0,,2020-02-22
26,27.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,7.0,3.0,0b-2s,,,0,,2020-02-22
27,28.0,Brendan Shamieh,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,40.0,3.0,1b-2s,,,2,,2020-02-22
0,1.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,23.0,1.0,0b-0s,,,0,,2020-02-26
1,2.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,23.0,1.0,0b-0s,,,0,,2020-02-26
2,3.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,35.0,1.0,0b-0s,,,1,,2020-02-26
3,4.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,23.0,1.0,0b-0s,,,2,,2020-02-26
4,5.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,29.0,1.0,0b-0s,,,2,,2020-02-26
5,6.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,38.0,1.0,0b-0s,,,0,,2020-02-26
6,7.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,22.0,1.0,0b-0s,,,2,,2020-02-26
7,8.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,20.0,1.0,0b-0s,,,1,,2020-02-26
8,9.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,43.0,1.0,0b-0s,,,1,,2020-02-26
9,10.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,9.0,1.0,0b-0s,,,0,,2020-02-26
10,11.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,22.0,1.0,0b-0s,,,0,,2020-02-26
11,12.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,24.0,1.0,0b-0s,,,2,,2020-02-26
12,13.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,43.0,1.0,0b-0s,,,1,,2020-02-26
13,14.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,38.0,1.0,0b-0s,,,0,,2020-02-26
14,15.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,19.0,1.0,0b-0s,,,1,,2020-02-26
15,16.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,35.0,1.0,0b-0s,,,1,,2020-02-26
16,17.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,45.0,1.0,0b-0s,,,1,,2020-02-26
17,18.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,31.0,1.0,0b-0s,,,1,,2020-02-26
18,19.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,22.0,1.0,0b-0s,,,0,,2020-02-26
19,20.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,40.0,1.0,0b-0s,,,2,,2020-02-26
20,21.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,25.0,1.0,0b-0s,,,0,,2020-02-26
21,22.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,26.0,1.0,0b-0s,,,2,,2020-02-26
22,23.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,38.0,1.0,0b-0s,,,2,,2020-02-26
23,24.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,23.0,1.0,0b-0s,,,1,,2020-02-26
24,25.0,Brendan Shamieh,Wed Feb 26 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,1.0,41.0,1.0,0b-0s,,,2,,2020-02-26
