,pitch_number,pitcher_name,date,live,inning,pitch_location,batter_number,count,executed,hit_miss,pitch_type,notes,date_converted
27,28.0,Dan Agate,Wed Feb 19 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,18.0,,,,Miss,1,,2020-02-19
28,29.0,Dan Agate,Wed Feb 19 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,12.0,,,,Miss,1,,2020-02-19
29,30.0,Dan Agate,Wed Feb 19 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,43.0,,,,Miss,1,,2020-02-19
30,31.0,Dan Agate,Wed Feb 19 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,32.0,,,,Hit,1,,2020-02-19
31,32.0,Dan Agate,Wed Feb 19 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,38.0,,,,Hit,0,,2020-02-19
0,1.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,45.0,1.0,0b-0s,,,1,,2020-02-22
1,2.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,22.0,1.0,1b-0s,,,0,,2020-02-22
2,3.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,30.0,1.0,1b-1s,,,2,,2020-02-22
3,4.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,10.0,1.0,2b-1s,,,0,,2020-02-22
4,5.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,29.0,2.0,0b-0s,,,2,,2020-02-22
5,6.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,9.0,2.0,0b-1s,,,0,,2020-02-22
6,7.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,12.0,2.0,1b-1s,,,2,,2020-02-22
7,8.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,5.0,2.0,1b-2s,,,0,,2020-02-22
8,9.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,16.0,2.0,2b-2s,,,0,,2020-02-22
9,10.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,2.0,2.0,2b-2s,,,2,,2020-02-22
10,11.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,43.0,2.0,3b-2s,,,0,,2020-02-22
11,12.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,34.0,3.0,0b-0s,,,0,,2020-02-22
12,13.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,28.0,4.0,0b-0s,,,2,,2020-02-22
13,14.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,34.0,4.0,0b-1s,,,0,,2020-02-22
14,15.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,3.0,5.0,0b-0s,,,0,,2020-02-22
15,16.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,41.0,5.0,1b-0s,,,1,,2020-02-22
16,17.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,31.0,5.0,1b-1s,,,1,,2020-02-22
17,18.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,22.0,5.0,2b-1s,,,0,,2020-02-22
18,19.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,22.0,5.0,2b-2s,,,0,,2020-02-22
19,20.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,10.0,1.0,0b-0s,,,0,,2020-02-22
20,21.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,15.0,1.0,0b-1s,,,2,,2020-02-22
21,22.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,4.0,1.0,0b-2s,,,0,,2020-02-22
22,23.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,29.0,1.0,1b-2s,,,2,,2020-02-22
23,24.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,25.0,1.0,1b-2s,,,1,,2020-02-22
24,25.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,46.0,1.0,2b-2s,,,2,,2020-02-22
25,26.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,20.0,1.0,3b-2s,,,0,,2020-02-22
26,27.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,16.0,2.0,0b-0s,,,0,,2020-02-22
27,28.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,28.0,2.0,0b-1s,,,2,,2020-02-22
28,29.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,23.0,2.0,0b-2s,,,2,,2020-02-22
29,30.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,19.0,2.0,0b-2s,,,2,,2020-02-22
30,31.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,23.0,2.0,1b-2s,,,1,,2020-02-22
31,32.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,33.0,3.0,0b-0s,,,2,,2020-02-22
32,33.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,4.0,3.0,0b-1s,,,0,,2020-02-22
33,34.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,41.0,3.0,1b-1s,,,2,,2020-02-22
34,35.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,37.0,3.0,1b-2s,,,1,,2020-02-22
35,36.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,44.0,3.0,2b-2s,,,1,,2020-02-22
36,37.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,40.0,3.0,3b-2s,,,0,,2020-02-22
37,38.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,34.0,1.0,0b-0s,,,0,,2020-02-22
38,39.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,44.0,2.0,0b-0s,,,1,,2020-02-22
39,40.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,20.0,2.0,1b-0s,,,0,,2020-02-22
40,41.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,22.0,2.0,1b-1s,,,0,,2020-02-22
41,42.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,14.0,3.0,0b-0s,,,0,,2020-02-22
42,43.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,44.0,4.0,0b-0s,,,0,,2020-02-22
43,44.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,11.0,4.0,1b-0s,,,2,,2020-02-22
44,45.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,44.0,4.0,1b-1s,,,0,,2020-02-22
45,46.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,33.0,4.0,2b-1s,,,0,,2020-02-22
46,47.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,46.0,4.0,2b-2s,,,0,,2020-02-22
47,48.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,44.0,4.0,2b-2s,,,1,,2020-02-22
48,49.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,22.0,4.0,3b-2s,,,0,,2020-02-22
49,50.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,41.0,5.0,0b-0s,,,2,,2020-02-22
50,51.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,30.0,5.0,0b-1s,,,0,,2020-02-22
51,52.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,25.0,5.0,0b-2s,,,0,,2020-02-22
52,53.0,Dan Agate,Sat Feb 22 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,30.0,5.0,1b-2s,,,2,,2020-02-22
0,1.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,34.0,,,,,1,,2020-02-25
1,2.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,39.0,,,,,0,,2020-02-25
2,3.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,40.0,,,,,0,,2020-02-25
3,4.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,35.0,,,,,0,,2020-02-25
4,5.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,16.0,,,,,1,,2020-02-25
5,6.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,31.0,,,,,1,,2020-02-25
6,7.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,18.0,,,,,1,,2020-02-25
7,8.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,44.0,,,,,1,,2020-02-25
8,9.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,30.0,,,,,2,,2020-02-25
9,10.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,28.0,,,,,2,,2020-02-25
10,11.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,44.0,,,,,2,,2020-02-25
11,12.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,34.0,,,,,2,,2020-02-25
12,13.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,22.0,,0b-0s,,,0,,2020-02-25
13,14.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,35.0,,0b-1s,,,1,,2020-02-25
14,15.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,20.0,,0b-2s,,,0,,2020-02-25
15,16.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,38.0,,,,,1,,2020-02-25
16,17.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,28.0,,,,,0,,2020-02-25
17,18.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,39.0,,,,,1,,2020-02-25
18,19.0,Dan Agate,Tue Feb 25 2020 19:00:00 GMT-0500 (Eastern Standard Time),0.0,,34.0,,,,,0,,2020-02-25
0,1.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,33.0,1.0,0b-0s,,,0,,2020-02-28
1,2.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,18.0,1.0,0b-1s,,,0,,2020-02-28
2,3.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,5.0,1.0,1b-1s,,,0,,2020-02-28
3,4.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,21.0,1.0,2b-1s,,,0,,2020-02-28
4,5.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,40.0,1.0,2b-2s,,,1,,2020-02-28
5,6.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,2.0,2.0,0b-0s,,,0,,2020-02-28
6,7.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,33.0,2.0,1b-0s,,,1,,2020-02-28
7,8.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,9.0,3.0,0b-0s,,,2,,2020-02-28
8,9.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,33.0,3.0,0b-1s,,,0,,2020-02-28
9,10.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,13.0,1.0,0b-0s,,,1,,2020-02-28
10,11.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,37.0,1.0,1b-0s,,,0,,2020-02-28
11,12.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,15.0,1.0,2b-0s,,,2,,2020-02-28
12,13.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,22.0,2.0,0b-0s,,,0,,2020-02-28
13,14.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,11.0,3.0,0b-0s,,,0,,2020-02-28
14,15.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,39.0,4.0,0b-0s,,,0,,2020-02-28
15,16.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,45.0,4.0,0b-1s,,,1,,2020-02-28
16,17.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,37.0,4.0,0b-2s,,,2,,2020-02-28
17,18.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,19.0,4.0,1b-2s,,,1,,2020-02-28
18,19.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,44.0,4.0,2b-2s,,,0,,2020-02-28
19,20.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,6.0,4.0,3b-2s,,,0,,2020-02-28
20,21.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,18.0,5.0,0b-0s,,,1,,2020-02-28
21,22.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,32.0,5.0,1b-0s,,,0,,2020-02-28
22,23.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,32.0,5.0,1b-1s,,,2,,2020-02-28
23,24.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,32.0,5.0,1b-2s,,,2,,2020-02-28
24,25.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,15.0,1.0,0b-0s,,,0,,2020-02-28
25,26.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,14.0,1.0,0b-1s,,,0,,2020-02-28
26,27.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,37.0,1.0,0b-2s,,,1,,2020-02-28
27,28.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,44.0,1.0,1b-2s,,,0,,2020-02-28
28,29.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,35.0,1.0,2b-2s,,,2,,2020-02-28
35,30.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,23.0,1.0,0b-0s,,,0,,2020-02-28
36,31.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,35.0,1.0,0b-1s,,,0,,2020-02-28
37,32.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,23.0,1.0,0b-2s,,,2,,2020-02-28
38,33.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,44.0,1.0,0b-2s,,,1,,2020-02-28
39,34.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,17.0,1.0,1b-2s,,,0,,2020-02-28
40,35.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,46.0,1.0,1b-2s,,,0,,2020-02-28
41,36.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,18.0,1.0,2b-2s,,,1,,2020-02-28
42,37.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,28.0,1.0,3b-2s,,,0,,2020-02-28
29,38.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,12.0,2.0,0b-0s,,,0,,2020-02-28
30,39.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,19.0,2.0,1b-0s,,,0,,2020-02-28
31,40.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,16.0,2.0,1b-1s,,,0,,2020-02-28
43,41.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,7.0,2.0,0b-0s,,,1,,2020-02-28
44,42.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,23.0,2.0,1b-0s,,,0,,2020-02-28
45,43.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,21.0,2.0,0b-0s,,,0,,2020-02-28
32,44.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,31.0,3.0,0b-0s,,,1,,2020-02-28
33,45.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,45.0,3.0,1b-0s,,,2,,2020-02-28
34,46.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,29.0,3.0,2b-0s,,,0,,2020-02-28
46,47.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,37.0,3.0,0b-0s,,,1,,2020-02-28
47,48.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,30.0,3.0,1b-0s,,,0,,2020-02-28
48,49.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,20.0,3.0,2b-0s,,,0,,2020-02-28
49,50.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,28.0,3.0,2b-1s,,,0,,2020-02-28
50,51.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,26.0,4.0,0b-0s,,,1,,2020-02-28
51,52.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,22.0,4.0,0b-1s,,,0,,2020-02-28
52,53.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,26.0,5.0,0b-0s,,,1,,2020-02-28
53,54.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,46.0,5.0,0b-1s,,,2,,2020-02-28
54,55.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,6.0,5.0,1b-1s,,,0,,2020-02-28
55,56.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,22.0,5.0,2b-1s,,,0,,2020-02-28
56,57.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,34.0,5.0,2b-2s,,,1,,2020-02-28
57,58.0,Dan Agate,Fri Feb 28 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,4.0,32.0,5.0,2b-2s,,,0,,2020-02-28
0,1.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,44.0,1.0,0b-0s,,,0,,2020-02-14
1,2.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,14.0,1.0,1b-0s,,,0,,2020-02-14
2,3.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,26.0,1.0,1b-1s,,,1,,2020-02-14
3,4.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,45.0,1.0,1b-2s,,,0,,2020-02-14
4,5.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,29.0,1.0,2b-2s,,,1,,2020-02-14
5,6.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,25.0,2.0,0b-0s,,,1,,2020-02-14
6,7.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,23.0,2.0,1b-0s,,,0,,2020-02-14
7,8.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,12.0,3.0,0b-0s,,,0,,2020-02-14
8,9.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,47.0,3.0,1b-0s,,,0,,2020-02-14
9,10.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,45.0,3.0,2b-0s,,,2,,2020-02-14
10,11.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,43.0,3.0,2b-1s,,,2,,2020-02-14
11,12.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,32.0,3.0,3b-1s,,,0,,2020-02-14
12,13.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,23.0,3.0,3b-2s,,,1,,2020-02-14
13,14.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,43.0,4.0,0b-0s,,,1,,2020-02-14
14,15.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,23.0,4.0,1b-0s,,,0,,2020-02-14
15,16.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,1.0,16.0,4.0,1b-1s,,,0,,2020-02-14
0,17.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,27.0,1.0,0b-0s,,,0,,2020-02-14
1,18.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,20.0,2.0,0b-0s,,,0,,2020-02-14
2,19.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,16.0,2.0,0b-1s,,,0,,2020-02-14
3,20.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,12.0,2.0,0b-2s,,,0,,2020-02-14
4,21.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,33.0,2.0,1b-2s,,,2,,2020-02-14
5,22.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,37.0,2.0,1b-2s,,,0,,2020-02-14
6,23.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,18.0,2.0,2b-2s,,,1,,2020-02-14
7,24.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,21.0,3.0,0b-0s,,,0,,2020-02-14
8,25.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,39.0,3.0,0b-1s,,,1,,2020-02-14
9,26.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,43.0,3.0,0b-2s,,,2,,2020-02-14
10,27.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,2.0,15.0,3.0,1b-2s,,,0,,2020-02-14
0,28.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,7.0,1.0,0b-0s,,,0,,2020-02-14
1,29.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,26.0,1.0,1b-0s,,,0,,2020-02-14
2,30.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,29.0,1.0,1b-1s,,,1,,2020-02-14
3,31.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,4.0,1.0,1b-2s,,,0,,2020-02-14
4,32.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,5.0,1.0,2b-2s,,,0,,2020-02-14
5,33.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,21.0,1.0,3b-2s,,,0,,2020-02-14
6,34.0,Garrett Renslow,Fri Feb 14 2020 19:00:00 GMT-0500 (Eastern Standard Time),1.0,3.0,27.0,2.0,0b-0s,,,2,,2020-02-14
